,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBP
10,3.0,3.0,3.0,2.0,15.0,1.0,13.0,1.0,4.0,3.0,1.0,15.0,15.0,12.0,2.0,15.0,0.0,0.0,3.0,12.0,332.0,37.0,240.0,95.0,150.0,55.0,131.0,174.0,85.0,89.0,8.0,8.0,8.0,6.0,3.0,0.23,48.0,48.0,53.0,33.0,1
11,2.0,2.0,2.0,1.0,13.0,1.0,10.0,2.0,1.0,0.0,9.0,40.0,42.0,42.0,22.0,42.0,0.0,2.0,23.0,17.0,745.0,103.0,526.0,190.0,310.0,118.0,255.0,354.0,163.0,191.0,18.0,18.0,19.0,17.0,4.0,0.22,115.0,99.0,118.0,58.0,0
12,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,75.0,10.0,35.0,20.0,7.0,30.0,12.0,20.0,13.0,7.0,1.0,1.0,1.0,1.0,0.0,0.86,7.0,7.0,7.0,7.0,0
13,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,17.0,17.0,17.0,2.0,17.0,0.0,0.0,0.0,17.0,109.0,24.0,68.0,28.0,23.0,17.0,32.0,51.0,29.0,22.0,2.0,2.0,2.0,1.0,1.0,0.25,19.0,19.0,19.0,17.0,0
14,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,74.0,12.0,41.0,17.0,16.0,21.0,19.0,30.0,17.0,13.0,5.0,5.0,6.0,4.0,2.0,0.51,10.0,10.0,12.0,8.0,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,57.0,7.0,10.0,9.0,0.0,40.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,56.0,5.0,12.0,11.0,0.0,39.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,3.0,10.0,9.0,0.0,28.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0
18,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,58.0,10.0,31.0,16.0,11.0,17.0,16.0,24.0,16.0,8.0,3.0,3.0,3.0,1.0,1.0,0.55,7.0,7.0,7.0,5.0,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,3.0,10.0,9.0,0.0,28.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0
20,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,52.0,8.0,20.0,15.0,4.0,24.0,12.0,14.0,11.0,3.0,1.0,1.0,1.0,1.0,0.0,1.2,1.0,1.0,1.0,1.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,3.0,10.0,9.0,0.0,28.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0
22,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,40.0,5.0,14.0,9.0,2.0,21.0,8.0,11.0,9.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5,2.0,2.0,2.0,2.0,0
23,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,42.0,5.0,16.0,11.0,2.0,21.0,9.0,12.0,10.0,2.0,1.0,1.0,1.0,1.0,0.0,1.31,2.0,2.0,2.0,2.0,1
24,2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,60.0,7.0,32.0,22.0,10.0,21.0,19.0,25.0,20.0,5.0,3.0,3.0,4.0,1.0,1.0,0.66,4.0,4.0,5.0,2.0,0
25,11.0,11.0,13.0,10.0,59.0,8.0,38.0,12.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,292.0,40.0,186.0,51.0,105.0,66.0,87.0,136.0,53.0,83.0,15.0,15.0,19.0,15.0,3.0,0.35,45.0,45.0,55.0,41.0,0
26,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,0.0,2.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,262.0,40.0,174.0,88.0,72.0,48.0,89.0,121.0,63.0,58.0,2.0,2.0,2.0,1.0,1.0,0.28,31.0,31.0,31.0,25.0,1
27,5.0,5.0,5.0,2.0,39.0,5.0,28.0,5.0,1.0,0.0,5.0,7.0,7.0,7.0,2.0,7.0,0.0,0.0,4.0,3.0,366.0,48.0,237.0,89.0,162.0,81.0,121.0,159.0,78.0,81.0,18.0,16.0,18.0,11.0,6.0,0.34,40.0,36.0,41.0,19.0,0
28,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,9.0,7.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,7.0,108.0,13.0,79.0,41.0,51.0,16.0,35.0,44.0,24.0,20.0,2.0,2.0,2.0,1.0,1.0,0.2,10.0,10.0,10.0,7.0,0
29,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,1.0,13.0,13.0,13.0,0.0,13.0,0.0,0.0,2.0,11.0,145.0,22.0,99.0,42.0,45.0,24.0,46.0,64.0,32.0,32.0,7.0,4.0,7.0,4.0,1.0,0.24,22.0,17.0,24.0,16.0,1
30,1.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,100.0,9.0,38.0,23.0,11.0,53.0,22.0,28.0,19.0,9.0,2.0,2.0,5.0,1.0,1.0,1.39,5.0,5.0,8.0,4.0,0
31,1.0,1.0,2.0,1.0,8.0,0.0,6.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,85.0,8.0,47.0,22.0,20.0,30.0,20.0,29.0,15.0,14.0,2.0,2.0,4.0,1.0,1.0,0.64,8.0,8.0,10.0,5.0,1
32,2.0,2.0,3.0,1.0,9.0,1.0,8.0,0.0,2.0,0.0,0.0,8.0,8.0,8.0,1.0,8.0,0.0,3.0,0.0,5.0,139.0,24.0,96.0,45.0,42.0,19.0,51.0,76.0,42.0,34.0,8.0,8.0,10.0,6.0,2.0,0.2,22.0,22.0,28.0,15.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,68.0,5.0,10.0,9.0,0.0,53.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,1
34,3.0,3.0,4.0,2.0,12.0,0.0,12.0,0.0,3.0,3.0,1.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,2.0,7.0,190.0,16.0,149.0,47.0,90.0,25.0,71.0,101.0,41.0,60.0,10.0,8.0,14.0,5.0,3.0,0.17,37.0,33.0,42.0,25.0,1
35,3.0,3.0,4.0,2.0,12.0,0.0,12.0,0.0,3.0,3.0,1.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,2.0,7.0,190.0,16.0,149.0,47.0,90.0,25.0,71.0,101.0,41.0,60.0,10.0,8.0,14.0,5.0,3.0,0.17,37.0,33.0,42.0,25.0,1
36,3.0,3.0,3.0,2.0,11.0,0.0,11.0,0.0,4.0,3.0,2.0,12.0,12.0,9.0,1.0,12.0,0.0,1.0,2.0,9.0,213.0,19.0,165.0,58.0,94.0,29.0,77.0,109.0,49.0,60.0,9.0,8.0,10.0,6.0,3.0,0.18,42.0,37.0,43.0,33.0,1
37,3.0,2.0,3.0,2.0,10.0,0.0,10.0,0.0,3.0,3.0,1.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,2.0,7.0,166.0,16.0,126.0,45.0,70.0,24.0,60.0,86.0,39.0,47.0,6.0,6.0,7.0,6.0,3.0,0.19,33.0,29.0,34.0,28.0,1
38,2.0,2.0,2.0,1.0,21.0,2.0,14.0,4.0,1.0,0.0,2.0,5.0,8.0,8.0,14.0,8.0,0.0,1.0,0.0,7.0,216.0,34.0,108.0,48.0,62.0,74.0,78.0,93.0,43.0,50.0,5.0,5.0,6.0,1.0,2.0,0.69,12.0,12.0,13.0,5.0,1
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,3.0,10.0,9.0,0.0,28.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,1
40,3.0,2.0,3.0,2.0,10.0,0.0,9.0,0.0,3.0,3.0,1.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,2.0,7.0,165.0,16.0,125.0,44.0,69.0,24.0,59.0,85.0,38.0,47.0,6.0,6.0,7.0,6.0,3.0,0.19,33.0,29.0,34.0,28.0,1
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,3.0,10.0,9.0,0.0,28.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,1
42,3.0,2.0,3.0,2.0,10.0,0.0,9.0,0.0,3.0,3.0,1.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,2.0,7.0,167.0,18.0,125.0,44.0,69.0,24.0,59.0,85.0,38.0,47.0,6.0,6.0,7.0,6.0,3.0,0.19,33.0,29.0,34.0,28.0,1
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,41.0,3.0,10.0,9.0,0.0,28.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0
44,3.0,2.0,3.0,2.0,10.0,0.0,10.0,0.0,3.0,3.0,1.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,2.0,7.0,168.0,16.0,126.0,45.0,70.0,26.0,60.0,86.0,39.0,47.0,6.0,6.0,7.0,6.0,3.0,0.21,33.0,29.0,34.0,28.0,0
45,2.0,2.0,2.0,2.0,7.0,0.0,7.0,0.0,7.0,0.0,1.0,8.0,7.0,9.0,4.0,9.0,0.0,0.0,1.0,8.0,127.0,16.0,84.0,30.0,36.0,27.0,28.0,53.0,30.0,23.0,5.0,5.0,5.0,5.0,2.0,0.32,19.0,19.0,19.0,19.0,0
46,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,13.0,14.0,14.0,1.0,14.0,0.0,1.0,1.0,12.0,163.0,20.0,107.0,59.0,40.0,36.0,59.0,80.0,50.0,30.0,2.0,2.0,2.0,1.0,1.0,0.34,17.0,17.0,17.0,13.0,0
47,2.0,2.0,3.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,78.0,7.0,52.0,27.0,25.0,19.0,26.0,36.0,23.0,13.0,5.0,5.0,7.0,1.0,3.0,0.37,10.0,10.0,14.0,4.0,0
48,2.0,2.0,2.0,1.0,15.0,3.0,10.0,1.0,3.0,0.0,2.0,30.0,30.0,30.0,23.0,30.0,0.0,3.0,1.0,26.0,730.0,153.0,431.0,192.0,219.0,146.0,202.0,277.0,147.0,130.0,12.0,12.0,14.0,1.0,5.0,0.34,68.0,68.0,73.0,30.0,0
49,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,25.0,26.0,26.0,0.0,26.0,0.0,0.0,1.0,25.0,156.0,29.0,106.0,55.0,25.0,21.0,30.0,56.0,31.0,25.0,1.0,1.0,1.0,1.0,0.0,0.2,25.0,25.0,25.0,25.0,0
50,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,18.0,19.0,19.0,0.0,19.0,0.0,0.0,1.0,18.0,150.0,22.0,97.0,60.0,18.0,31.0,42.0,61.0,43.0,18.0,1.0,1.0,1.0,1.0,0.0,0.32,18.0,18.0,18.0,18.0,0
51,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,39.0,4.0,15.0,7.0,5.0,21.0,7.0,11.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,1.4,3.0,3.0,3.0,3.0,0
52,1.0,1.0,2.0,1.0,8.0,0.0,6.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,86.0,8.0,48.0,23.0,20.0,30.0,21.0,30.0,16.0,14.0,2.0,2.0,4.0,1.0,1.0,0.63,8.0,8.0,10.0,5.0,0
53,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,69.0,9.0,43.0,22.0,17.0,17.0,23.0,32.0,20.0,12.0,3.0,3.0,3.0,1.0,1.0,0.4,7.0,7.0,7.0,4.0,0
54,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,2.0,26.0,26.0,26.0,1.0,26.0,0.0,4.0,11.0,11.0,269.0,39.0,210.0,66.0,109.0,20.0,92.0,146.0,60.0,86.0,7.0,7.0,8.0,6.0,3.0,0.1,55.0,55.0,63.0,35.0,1
55,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,53.0,4.0,28.0,11.0,8.0,21.0,9.0,14.0,8.0,6.0,3.0,3.0,3.0,1.0,2.0,0.75,4.0,4.0,4.0,2.0,0
56,7.0,6.0,8.0,3.0,34.0,2.0,28.0,2.0,1.0,0.0,0.0,33.0,33.0,33.0,8.0,33.0,16.0,1.0,0.0,16.0,1319.0,142.0,1047.0,290.0,758.0,137.0,543.0,759.0,281.0,478.0,38.0,38.0,48.0,17.0,7.0,0.13,245.0,220.0,283.0,109.0,0
57,1.0,1.0,1.0,1.0,9.0,0.0,8.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,5.0,7.0,0.0,0.0,0.0,7.0,133.0,17.0,86.0,44.0,34.0,30.0,40.0,52.0,32.0,20.0,3.0,3.0,3.0,3.0,1.0,0.35,11.0,11.0,11.0,9.0,0
58,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,1.0,15.0,15.0,15.0,1.0,15.0,0.0,0.0,0.0,15.0,122.0,19.0,74.0,41.0,30.0,29.0,34.0,55.0,34.0,21.0,3.0,3.0,3.0,3.0,1.0,0.39,19.0,19.0,19.0,17.0,1
59,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,0.0,0.0,14.0,14.0,14.0,2.0,14.0,0.0,0.0,0.0,14.0,153.0,20.0,104.0,46.0,41.0,29.0,40.0,64.0,34.0,30.0,3.0,3.0,3.0,1.0,2.0,0.28,21.0,21.0,24.0,14.0,0
60,1.0,1.0,1.0,1.0,9.0,0.0,7.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,5.0,7.0,0.0,0.0,0.0,7.0,129.0,18.0,81.0,41.0,30.0,30.0,39.0,51.0,30.0,21.0,4.0,4.0,4.0,4.0,1.0,0.37,12.0,12.0,12.0,10.0,0
61,2.0,2.0,2.0,1.0,13.0,0.0,10.0,2.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,4.0,134.0,16.0,86.0,48.0,35.0,33.0,47.0,61.0,40.0,21.0,6.0,6.0,6.0,1.0,2.0,0.38,13.0,13.0,13.0,5.0,0
62,6.0,6.0,6.0,1.0,32.0,5.0,23.0,3.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,176.0,33.0,111.0,40.0,83.0,33.0,69.0,94.0,37.0,57.0,18.0,18.0,18.0,1.0,3.0,0.3,24.0,24.0,24.0,4.0,1
63,4.0,4.0,5.0,1.0,22.0,2.0,17.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,1.0,1.0,2.0,137.0,19.0,81.0,26.0,53.0,37.0,38.0,57.0,27.0,30.0,13.0,13.0,13.0,1.0,4.0,0.46,18.0,18.0,20.0,4.0,0
64,3.0,3.0,4.0,1.0,19.0,1.0,13.0,4.0,1.0,0.0,11.0,33.0,33.0,33.0,12.0,33.0,0.0,3.0,9.0,21.0,825.0,94.0,543.0,210.0,347.0,197.0,286.0,398.0,187.0,211.0,21.0,21.0,24.0,8.0,4.0,0.36,113.0,113.0,136.0,51.0,0
65,2.0,2.0,2.0,1.0,14.0,0.0,10.0,2.0,3.0,0.0,2.0,35.0,35.0,35.0,11.0,35.0,0.0,1.0,6.0,28.0,720.0,72.0,458.0,195.0,239.0,190.0,220.0,294.0,146.0,148.0,14.0,14.0,15.0,3.0,5.0,0.41,73.0,73.0,75.0,37.0,0
66,4.0,3.0,4.0,2.0,20.0,0.0,17.0,3.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,151.0,12.0,102.0,33.0,59.0,37.0,45.0,66.0,31.0,35.0,10.0,5.0,10.0,10.0,3.0,0.36,22.0,17.0,23.0,14.0,1
67,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,6.0,57.0,9.0,30.0,16.0,7.0,18.0,16.0,23.0,16.0,7.0,1.0,1.0,1.0,1.0,0.0,0.6,6.0,6.0,6.0,6.0,0
68,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,7.0,4.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,64.0,13.0,32.0,13.0,15.0,19.0,12.0,24.0,13.0,11.0,2.0,2.0,2.0,1.0,1.0,0.59,11.0,11.0,11.0,7.0,0
69,8.0,4.0,8.0,4.0,41.0,1.0,32.0,8.0,1.0,14.0,1.0,14.0,14.0,0.0,0.0,14.0,0.0,6.0,0.0,8.0,644.0,36.0,476.0,107.0,347.0,133.0,189.0,259.0,79.0,180.0,32.0,15.0,32.0,19.0,4.0,0.28,113.0,67.0,119.0,69.0,0
70,6.0,4.0,6.0,3.0,27.0,2.0,18.0,6.0,1.0,22.0,10.0,22.0,22.0,0.0,0.0,22.0,1.0,2.0,2.0,17.0,690.0,72.0,455.0,121.0,312.0,167.0,205.0,317.0,130.0,187.0,38.0,21.0,38.0,23.0,5.0,0.37,133.0,98.0,136.0,84.0,0
71,3.0,2.0,3.0,1.0,11.0,0.0,10.0,0.0,2.0,1.0,1.0,20.0,20.0,19.0,2.0,20.0,0.0,3.0,0.0,17.0,329.0,29.0,265.0,97.0,155.0,35.0,131.0,180.0,82.0,98.0,13.0,9.0,13.0,8.0,3.0,0.13,61.0,45.0,62.0,29.0,0
72,1.0,1.0,1.0,1.0,8.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,2.0,7.0,4.0,1.0,22.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.14,1.0,1.0,1.0,1.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,153.0,5.0,67.0,66.0,62.0,81.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,1
74,1.0,1.0,1.0,1.0,10.0,0.0,3.0,6.0,1.0,0.0,1.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,160.0,16.0,45.0,20.0,13.0,99.0,15.0,28.0,16.0,12.0,1.0,1.0,1.0,1.0,0.0,2.2,12.0,12.0,12.0,12.0,0
75,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,4.0,17.0,8.0,4.0,18.0,7.0,10.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.06,2.0,2.0,2.0,1.0,0
76,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,5.0,19.0,10.0,4.0,18.0,8.0,11.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,0.95,2.0,2.0,2.0,1.0,0
77,2.0,2.0,2.0,1.0,28.0,4.0,22.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,6.0,34.0,14.0,15.0,20.0,22.0,25.0,14.0,11.0,2.0,2.0,2.0,1.0,1.0,0.59,2.0,2.0,2.0,1.0,0
78,2.0,2.0,2.0,1.0,27.0,4.0,22.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,7.0,34.0,14.0,15.0,18.0,22.0,25.0,14.0,11.0,2.0,2.0,2.0,1.0,1.0,0.53,2.0,2.0,2.0,1.0,1
79,2.0,2.0,2.0,1.0,27.0,4.0,22.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,59.0,7.0,35.0,15.0,15.0,18.0,23.0,26.0,15.0,11.0,2.0,2.0,2.0,1.0,1.0,0.51,2.0,2.0,2.0,1.0,0
